Histórico;Solicitante;Órgão;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgãos;Origem;Destino;Nome;Cargo/Função;Órgão
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Conceição do Mato Dentro/ MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:27:00;PR-DTG - N3;0062-2025;DTA;03/07/2025;Secretaria-Geral;BELO HORIZONTE;CONCEICAO DO MATO DENTRO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PP-LCE - PÉGASUS 24;0123-2025;DTA;12/09/2025;Secretaria-Geral;BELO HORIZONTE;DIAMANTINA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Brasília/DF e Diamantina/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:00:00;PP-LCE - PÉGASUS 24;0071-2025;DTA;09/04/2025;Secretaria-Geral;BRASILIA;DIAMANTINA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador para evento em Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PP-LCE - PÉGASUS 65;0125-2025;DTA;08/08/2025;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PP-LCE - PÉGASUS 24;0003-2025;DTA;13/01/2025;Secretaria-Geral;BELO HORIZONTE;IPATINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PP-LCE - PÉGASUS 24;0052-2025;DTA;20/03/2025;Secretaria-Geral;SAO PAULO;IPATINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas Gerais e comitiva para a cidade de Mariana/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:05:00;PR-DTG - N14;0071-2025;DTA;16/07/2025;Secretaria-Geral;BELO HORIZONTE;MARIANA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva para as cidades de São Paulo (Congonhas), São José dos Campos/SP, e Pará de Minas/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:00:00;PP-LCE - PÉGASUS 24;0121-2025;DTA;10/09/2025;Secretaria-Geral;SÃO JOSE DOS CAMPOS;PARA DE MINAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0024-2025;DTA;07/02/2025 00:00;Secretaria-Geral;RIO DE JANEIRO;PATOS DE MINAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva de Belo Horizonte para Poços de Caldas/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:00:00;PP-LCE - PÉGASUS 24;0032-2025;DTA;12/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;POCOS DE CALDAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PP-EJO;0037-2025;EsAF;11/07/2025;Secretaria-Geral;VARGINHA;POCOS DE CALDAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0142-2025;DTA;29/09/2025;Secretaria-Geral;ARAXA;POÇOS DE CALDAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Porto Alegre/RS;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:36:00;PP-LCE - PEGASUS 100;0150-2025;DTA;03/10/2025;Secretaria-Geral;BELO HORIZONTE;PORTO ALEGRE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;04:24:00;PP-LCE - PÉGASUS 24;0065-2025;DTA;03/04/2025;Secretaria-Geral;BELO HORIZONTE;PORTO ALEGRE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0041-2025;DTA;22/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;RIBEIRAO PRETO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0023-2025;DTA;07/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;RIO DE JANEIRO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PP-LCE - PÉGASUS 24;0051-2025;DTA;17/03/2025;Secretaria-Geral;BELO HORIZONTE;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 24;0028-2025;DTA;10/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;04:24:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;05/04/2025;Secretaria-Geral;PORTO ALEGRE;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;22/02/2025 00:00;Secretaria-Geral;RIBEIRAO PRETO;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:48:00;PP-LCE - PÉGASUS 24;0134-2025;DTA;22/09/2025;Secretaria-Geral;BELO HORIZONTE;SÃO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva para as cidades de São Paulo (Congonhas), São José dos Campos/SP, e Pará de Minas/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0119-2025;DTA;09/09/2025;Secretaria-Geral;BELO HORIZONTE;SÃO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Itu/SP (via São Roque/SP).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0125-2025;DTA;13/09/2025;Secretaria-Geral;BELO HORIZONTE;SÃO ROQUE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador para evento em Sete Lagoas/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 85;0129-2025;DTA;15/08/2025;Secretaria-Geral;BELO HORIZONTE;SETE LAGOAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PP-EJO;0035-2025;EsAF;11/07/2025;Secretaria-Geral;BELO HORIZONTE;TRES CORACOES;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ubá (agenda Cataguases) e Araxá.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:36:00;PP-LCE - PÉGASUS 24;0046-2025;DTA;26/02/2025 00:00;Secretaria-Geral;BELO HORIZONTE;UBA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Uberlândia/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PEGASUS 100;0152-2025;DTA;06/10/2025;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades do Rio de Janeiro /RJ, Patos de Minas, Uberlândia e Nova Ponte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0025-2025;DTA;08/02/2025 00:00;Secretaria-Geral;PATOS DE MINAS;UBERLANDIA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0074-2025;DTA;26/04/2025;Secretaria-Geral;UBERABA;ARAXA;Marcos Eduardo Civatti;2º Ten PM/ Agente de Segurança;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N33;0006-2025;DTA;25/01/2025;Secretaria-Geral;BRUMADINHO;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ipatinga/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:18:00;PP-LCE - PÉGASUS 24;0004-2025;DTA;13/01/2025;Secretaria-Geral;IPATINGA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N28;0005-2025;DTA;25/01/2025;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de João Pinheiro/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PÉGASUS 24;0049-2025;DTA;07/03/2025;Secretaria-Geral;BELO HORIZONTE;JOAO PINHEIRO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:24:00;PT-MGS - PT-MGS;0016-2025;DTA;02/06/2025;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:30:00;PP-LCE - PÉGASUS 24;0117-2025;DTA;05/09/2025;Secretaria-Geral;GOIANIA;ARAÇUAÍ;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:54:00;PP-LCE - PEGASUS 100;0161-2025;DTA;31/10/2025;Secretaria-Geral;CAMPINAS;ARAXA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0074-2025;DTA;26/04/2025;Secretaria-Geral;UBERABA;ARAXA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ponte Nova,  Viçosa e Araxá.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:10:00;PR-OSO - PEGASUS 16;0011-2025;EsAF;30/01/2025;Secretaria-Geral;VICOSA;ARAXA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva para Barbacena,  São João Del Rei,  Passos e Araxá.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PR-XAA - PEGASUS 23;0049-2025;EsAF;23/04/2025;Secretaria-Geral;BELO HORIZONTE;BARBACENA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Goiânia/GO e Araçuaí/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0118-2025;DTA;05/09/2025;Secretaria-Geral;ARAÇUAÍ;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG,  São Paulo/SP,  Uberlândia/MG e Araxá/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:42:00;PT-MGS - PT-MGS;0013-2025;DTA;24/05/2025;Secretaria-Geral;ARAXA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de Ouro Preto.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PP-EJJ - PEGASUS 07;0425-2025;1ª BRAvE;04/09/2025;Secretaria-Geral;BELO HORIZONTE;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a Cidade de Ouro Preto.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:18:00;PP-EJJ - PEGASUS 07;0426-2025;1ª BRAvE;04/09/2025;Secretaria-Geral;BELO HORIZONTE;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador e comitiva para a cidade de Ouro Branco/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:47:00;PP-EJK - PEGASUS 08;0128-2025;1ª BRAvE;11/03/2025;Secretaria-Geral;BETIM;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva para Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:00:00;PP-LCE - PÉGASUS 24;0018-2025;DTA;28/01/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:48:00;PT-MGS - PT-MGS;0036-2025;DTA;14/07/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:18:00;PT-MGS - PT-MGS;0024-2025;DTA;11/06/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador e comitiva para a cidade de Brasília/DF.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:00:00;PP-LCE - PÉGASUS 24;0064-2025;DTA;02/04/2025;Secretaria-Geral;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N34;0006-2025;DTA;25/01/2025;Secretaria-Geral;BRUMADINHO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Curitiba/PR para Belo Horizonte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:12:00;PP-LCE - PÉGASUS 79;0128-2025;DTA;13/08/2025;Secretaria-Geral;CURITIBA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Ipatinga/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:42:00;PP-LCE - PÉGASUS 24;0022-2025;DTA;06/02/2025 00:00;Secretaria-Geral;IPATINGA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Juiz de Fora/MG para Belo Horizonte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:48:00;PP-LCE - PÉGASUS 51;0140-2025;DTA;08/09/2025;Secretaria-Geral;JUIZ DE FORA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Montes Claros/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:00:00;PP-LCE - PEGASUS 100;0149-2025;DTA;02/10/2025;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ouro Preto para Solenidade da Medalha da Inconfidência 2025.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:07:00;PR-DTG - N51;0042-2025;DTA;21/04/2025;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Ouro Preto/MG;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:50:00;PR-DTG - N55;0054-2025;DTA;24/05/2025;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Juiz de Fora/MG,  Guaxupé/MG e Passos/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PP-LCE - PÉGASUS 24;0012-2025;DTA;24/01/2025;Secretaria-Geral;PASSOS;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e Comitiva para Barbacena,  São João Del Rei,  Passos e Araxá.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:30:00;PR-XAA - PEGASUS 23;0052-2025;EsAF;24/04/2025;Secretaria-Geral;PASSOS;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;05:54:00;PP-LCE - PÉGASUS 24;0078-2025;DTA;29/04/2025;Secretaria-Geral;RIBEIRAO PRETO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;24/02/2025 00:00;Secretaria-Geral;RIO DE JANEIRO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
Traslado do Exmo. Governador de Rio de Janeiro/RJ para Belo Horizonte.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;01:24:00;PP-LCE - PÉGASUS 60;0124-2025;DTA;06/08/2025;Secretaria-Geral;RIO DE JANEIRO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;GABINETE MILITAR DO GOVERNADOR
